序号,公司名称,链接,板块,状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期
243,广州迪柯尼服饰股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003008,主板,终止(撤回),广东,零售业,"
               中信证券 
                               
          ",北京海润天睿律师事务所,华兴会计师事务所（特殊普通合伙）,2023/11/28,2023/3/1
244,广州环亚化妆品科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002600,创业板,终止(撤回),广东,化学原料和化学制品制造业,"
               中信证券 
                               
          ",广东信达律师事务所,容诚会计师事务所（特殊普通合伙）,2023/11/25,2022/12/31
245,广西东呈酒店管理集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003071,主板,终止(撤回),广西,商务服务业,"
               广发证券 
                               
          ",广东信达律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023/11/24,2023/3/3
246,方大智源科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002602,创业板,终止(撤回),广东,铁路、船舶、航空航天和其他运输设备制造业,"
               中信证券 
                               
          ",北京市君合律师事务所,容诚会计师事务所（特殊普通合伙）,2023/11/22,2022/12/29
247,玛格家居股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002843,主板,终止(撤回),重庆,家具制造业,"
               国泰君安 
                               
          ",广东信达律师事务所,立信会计师事务所 (特殊普通合伙),2023/11/21,2023/3/1
248,周六福珠宝股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002937,主板,终止(撤回),广东,零售业,"
               中信建投 
                               
          ",广东信达律师事务所,安永华明会计师事务所（特殊普通合伙）,2023/11/17,2023/2/28
249,天宝动物营养科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002896,主板,终止(撤回),云南,化学原料和化学制品制造业,"
               红塔证券 
                               
          ",北京金诚同达律师事务所,天职国际会计师事务所（特殊普通合伙）,2023/11/13,2023/3/3
250,上海恒业微晶材料科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002568,创业板,终止(撤回),上海,化学原料和化学制品制造业,"
               民生证券 
                               
          ",国浩律师（上海）事务所,中汇会计师事务所（特殊普通合伙）,2023/11/6,2022/12/20
251,北京中奥通宇科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003007,主板,终止(撤回),北京,商务服务业,申万宏源承销保荐,北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2023/11/2,2023/3/3
252,福华通达化学股份公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003462,主板,终止(撤回),四川,化学原料和化学制品制造业,"
               国泰君安 
                               
          ",广东信达律师事务所,天职国际会计师事务所（特殊普通合伙）,2023/11/1,2023/6/29
253,广州泛美实验室系统科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003344,创业板,终止(撤回),广东,专业技术服务业,"
               华英证券 
                               
          ",上海市锦天城律师事务所,大信会计师事务所（特殊普通合伙）,2023/10/20,2023/6/30
254,江苏环保产业技术研究院股份公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002985,主板,终止(撤回),江苏,生态保护和环境治理业,"
               华泰联合 
                               
          ",江苏世纪同仁律师事务所,立信会计师事务所（特殊普通合伙）,2023/9/30,2023/2/28
255,八马茶业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002991,主板,终止(撤回),广东,零售业,"
               中信证券 
                               
          ",北京德恒律师事务所,信永中和会计师事务所（特殊普通合伙）,2023/9/28,2023/3/1
256,高景太阳能股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003290,创业板,终止(撤回),广东,计算机、通信和其他电子设备制造业,"
               中金公司 
                               
          ",北京国枫律师事务所,容诚会计师事务所（特殊普通合伙）,2023/9/28,2023/6/1
257,深圳市玮言服饰股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003054,主板,终止(撤回),广东,纺织服装、服饰业,"
               华泰联合 
                               
          ",广东信达律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023/9/26,2023/3/2
258,池州华宇电子科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002882,主板,终止(撤回),安徽,计算机、通信和其他电子设备制造业,"
               华创证券 
                               
          ",安徽天禾律师事务所,容诚会计师事务所（特殊普通合伙）,2023/9/25,2023/2/27
259,浙江晨泰科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002567,创业板,终止(撤回),浙江,仪器仪表制造业,"
               东兴证券 
                               
          ",上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2023/9/25,2022/12/23
260,江西百神药业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002940,主板,终止(撤回),江西,医药制造业,"
               浙商证券 
                               
          ",北京市通商律师事务所,华兴会计师事务所（特殊普通合伙）,2023/9/22,2023/3/3
261,江苏长晶科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002487,创业板,终止(撤回),江苏,计算机、通信和其他电子设备制造业,华泰联合,江苏世纪同仁律师事务所,立信会计师事务所（特殊普通合伙）,2023/9/19,2022/9/27
262,苏州鼎佳精密科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002997,主板,终止(撤回),江苏,计算机、通信和其他电子设备制造业,"
               平安证券 
                               
          ",广东信达律师事务所,容诚会计师事务所（特殊普通合伙）,2023/9/19,2023/3/1
263,龙江元盛和牛产业股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002971,主板,终止(撤回),黑龙江,农副食品加工业,"
               华龙证券 
                               
          ",上海君伦律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023/9/15,2023/3/2
264,辽宁航安型芯科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002214,创业板,终止(撤回),辽宁,非金属矿物制品业,"
               招商证券 
                               
          ",北京市金杜律师事务所,容诚会计师事务所（特殊普通合伙）,2023/9/15,2022/6/16
265,安徽博石高科新材料股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002640,创业板,终止(撤回),安徽,计算机、通信和其他电子设备制造业,"
               东海证券 
                               
          ",国浩律师（上海）事务所,容诚会计师事务所(特殊普通合伙),2023/9/15,2023/6/2
266,绍兴拓邦新能源股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002587,创业板,终止(撤回),浙江,计算机、通信和其他电子设备制造业,"
               国金证券 
                               
          ",浙江天册律师事务所,中汇会计师事务所（特殊普通合伙）,2023/9/7,2022/12/27
267,天津同仁堂集团股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001554,创业板,终止(撤回),天津,医药制造业,"
               民生证券 
                               
          ",北京金诚同达律师事务所,信永中和会计师事务所（特殊普通合伙）,2023/9/7,2021/6/28
268,北京合众伟奇科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002284,创业板,终止(撤回),北京,软件和信息技术服务业,"
               光大证券 
                               
          ",北京市中伦律师事务所,大信会计师事务所（特殊普通合伙）,2023/9/5,2022/6/27
269,江苏聚成金刚石科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002538,创业板,终止(撤回),江苏,非金属矿物制品业,"
               中信建投 
                               
          ",北京国枫律师事务所,立信中联会计师事务所（特殊普通合伙）,2023/9/4,2022/11/24
270,湖北龙腾电子科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002116,创业板,终止(撤回),湖北,计算机、通信和其他电子设备制造业,"
               民生证券 
                               
          ",北京市中伦律师事务所,天职国际会计师事务所（特殊普通合伙）,2023/8/29,2022/6/23
271,上海西恩科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002426,创业板,终止(撤回),上海,化学原料和化学制品制造业,中信证券,北京市康达律师事务所,天职国际会计师事务所（特殊普通合伙）,2023/8/23,2022/8/12
272,贝普医疗科技股份有限公司 ,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002159,创业板,终止(撤回),浙江,专用设备制造业,"
               中信建投 
                               
          ",北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2023/8/22,2022/6/7
