公司名称,链接,申报稿,上会稿,注册稿
厦门致善生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001878,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001818BAEA9313FEEF93D4CEF75F73F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182CF92492D3FCC0581507528343F.pdf,--
浙江鹏孚隆科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002583,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_62E77587BD3E42618FEF219040C2DD84.pdf,--,--
广西三威家居新材股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002979,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_BAFBABC6752F47A0A34AE710DA353608.pdf,--,--
浙江中鼎纺织股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1003086,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_B5BBE6E596DA4B0F9E307BFF2E147B52.pdf,--,--
上海沥高科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002142,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_256E4582A8E44573A571C00FB3DC7D9B.pdf,--,--
高密银鹰新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002232,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_CBC8337A53F441038189A8850FE5865B.pdf,--,--
浙江亚特电器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002596,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_AB644C86632B46D2903CED9586D8B701.pdf,--,--
深圳安科高技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002226,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_9B9618FAE7F4445BB6BFC488F5545785.pdf,--,--
安徽水韵环保股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002805,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_5D4F6654D13D4E169F3652992EAB71B8.pdf,--,--
张家口原轼新型材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002262,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_DD43B6F2B16348ACB07BDC9F2171FFA3.pdf,--,--
长城信息股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001911,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181C434A99C3FEC87DD72D2C9333F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182B4B2FD6E3FE30BE4E3B0E1753F.pdf,--
惠州市特创电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002289,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_8CA3131B64314F4FBD720EAD344101C8.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_B934CA8E1D2043DDBCA763F53A3A15F2.pdf,--
成都裕鸢航空智能制造股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002239,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_DCC68F14BCAF4DDFA2663E664370E339.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202304/RAS_202304_AD2BF97E1366425486D9083D90C6D963.pdf,--
上海索迪龙自动化股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002217,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_1AF10A4117D44BE5B63D82A816D5CBCA.pdf,--,--
上海军陶科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002120,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_FDA68CCFF824476EBB8254DA61FCFBAD.pdf,--,--
成都千嘉科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002367,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_0725D0C1CC4349CEB4D55C6FDAFFDAFB.pdf,--,--
浙江科马摩擦材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002045,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_33F2BD4A659145FCB25113FBC8187CBA.pdf,--,--
中裕铁信交通科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002313,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_CE376268C6C14E9092080852BA8EA774.pdf,--,--
浙江孚诺医药股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002474,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_978B220B9B51490C80DAA1530AB25361.pdf,--,--
广州芯德通信科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002074,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_F345A4E5FC024409A6DA6E8D95337432.pdf,--,--
苏州爱得科技发展股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002491,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001836EC581323FE74CAD64DBB0AD3F.pdf,--,--
湖北汇富纳米材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002282,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184F67C0BA23FECCB6AF62CCE4D3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_2536F93BF72349909A007FDA94B96CA9.pdf,--
辽宁垠艺生物科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002275,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_6AD062BE940B4A149C1FD50449BA57C2.pdf,--,--
黄山芯微电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002020,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_B19713669E7F4068B922839481D674BD.pdf,--,--
东集技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002242,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_FC5C7268847F489D91823F6CA14D9D00.pdf,--,--
深圳市通泰盈科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002114,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_350FC82A256549DEAE17C6BF74906F2A.pdf,--,--
世邦通信股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002272,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202303/RAS_202303_6DDB837B62A841CCB0D2297D4CE8274C.pdf,--,--
浙江迅达工业科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002451,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184C6F1BE953FEC4FE5A5E836393F.pdf,--,--
深圳易科声光科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002299,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184E2BCA2C63FDCD4DACA6CCAD63F.pdf,--,--
广州绿十字制药股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002303,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_49E47877290049B7A67C91DF395322B4.pdf,--,--
合肥恒信动力科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002240,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_DEB2FF25043F411E98C70D300612429F.pdf,--,--
广州竞远安全技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002248,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_C432FC89C22D4FD8A72B5AAC24570DD9.pdf,--,--
上海晶宇环境工程股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002176,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_E4E5284C98B147BBBA749156F481C2BD.pdf,--,--
重庆广电数字传媒股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001232,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_AD587B69382044D08DC77B4D1F6B5D03.pdf,--,--
上海文依电气股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002296,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_37260A6FBA5D4E68B9D71F7FB386FEC2.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_2A25C2A8607A46809781581ED2634F93.pdf,--
江苏网进科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002455,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182D91DE0563FDE3D99D7F5DD9A3F.pdf,--,--
上海色如丹数码科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002290,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_0CA0A9629C5148B5AEB9A5E044BAE593.pdf,--,--
润泰新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001934,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202302/RAS_202302_A4568A001A074871B41D7BC771666010.pdf,--,--
芜湖映日科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002049,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_0001845C6A9DB53FE34D0BF83125503F.pdf,--,--
湖南华慧新能源股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001920,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_50461DD5593140B2AFFF1FB8465E3F64.pdf,--,--
中翰盛泰生物技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002283,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_29AA688EC7034A6583A837F4DB653D4E.pdf,--,--
厦门东昂科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002485,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_B71851C3A86A41CDB1E913B1A8C5CF80.pdf,--,--
重庆蓝岸科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002492,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001837DAFEF2E3FDF25EB1B7F96063F.pdf,--,--
华翔翔能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002123,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_0001841DF57C043FEBD41867BDA3DA3F.pdf,--,--
山东省互联网传媒集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002506,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202210/RAS_202210_0001838D1EB8F93FB7B8F3D1075B403F.pdf,--,--
科都电气股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002463,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001830C15E0EE3FDC532E386C17183F.pdf,--,--
太仓展新胶粘材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001548,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181665C51D03FEF82C01742E8643F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181B8CA88633FAF6F2AEC9DF5A03F.pdf,--
上海鸿晔电子科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002254,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_4970A218BEDB40138D18F666D3F98EAC.pdf,--,--
苏州雅睿生物技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002461,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182FD6F3C2E3FE4D782675125843F.pdf,--,--
无锡卓海科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002165,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_C256C756E0E14BD1ABA17B8CF39FEA92.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_8480585163224C318D1211DBF292B5A3.pdf,--
艺唯科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001968,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_D303E98195F645CA96263B51896A48F4.pdf,--,--
杭州本松新材料技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001966,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_00018474592A323FE20F3F6987C6D63F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202301/RAS_202301_4DA96C959478446CAE1DC19B8BB34878.pdf,--
上海芯龙半导体技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002215,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_2404442922424BBD8954D30FE9E5DEA8.pdf,--,--
沈阳宏远电磁线股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002331,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_835A912205E6403AAEA2E7B440F0F2BB.pdf,--,--
浙江硕华生命科学研究股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002019,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001823EDA99BE3FA9D80A7AAF08203F.pdf,--,--
珠海富士智能股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002293,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_F261394F8BB44595B627DB0CDF4C9C65.pdf,--,--
江苏飞宇医药科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002441,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184F1855A013FE9D5FB7FCF03783F.pdf,--,--
广州诗尼曼家居股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002256,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_7A58B492D0274FF48CD9C1E3BDE77183.pdf,--,--
乾元浩生物股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001748,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001818EBC996B3FDC06DBA54B4C423F.pdf,--,--
常州特尔玛科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001930,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_00018336F80BA13FDC007894ADCCEA3F.pdf,--,--
世纪开元智印互联科技集团股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002247,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_00018184C802163FE4D17F8F0A510F3F.pdf,--,--
杭州国芯科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002266,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202212/RAS_202212_000184C92829623FDFF31C87C23EC63F.pdf,--,--
杭州蓝然技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002267,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202210/RAS_202210_000183E3FE55193FCEF8AC066F19B03F.pdf,--,--
杭州鸿世电器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002219,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001815CA9D76D3FDFB3A2BF984D883F.pdf,--,--
杭州视芯科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002154,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182D3683AF83FE86B9F82F289903F.pdf,--,--
浙江瑞格智能科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002227,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001818EC1CA7F3FD739C1E3CD60743F.pdf,--,--
上海创米数联智能科技发展股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002280,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_00018190FAFA093FEE92F5179A75E73F.pdf,--,--
河北青竹画材科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002206,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001837F3862553FED275CD1DF337D3F.pdf,--,--
江苏吉莱微电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002336,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181ABD2EA063FC7B5418EEDBF683F.pdf,--,--
武汉珈创生物技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002110,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_000184749C11283FD3BD32FA9BCEA43F.pdf,--,--
北方实验室（沈阳）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002246,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202211/RAS_202211_0001841EDF3AE23FC13DEA0B7647F03F.pdf,--,--
深圳市大成精密设备股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002498,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000183881DBF9D3FDFE439AC5F36683F.pdf,--,--
安徽安天利信工程管理股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002037,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182F76F2F083FED32860E2908E13F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202210/RAS_202210_00018388BF50493FD65FFBA3E51B703F.pdf,--
温州聚星科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002105,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202205/RAS_202205_0001809DA8B1D33FEF7D5EF2B3D0033F.pdf,--,--
浙江松川仪表科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001831,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_00018186F60AF63FE207DE296048E03F.pdf,--,--
北京航天和兴科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002237,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181963B328F3FC81152927861883F.pdf,--,--
永兴东润服饰股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001916,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182F7DD20243FE01BA6ED527E793F.pdf,--,--
华南新海（深圳）科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002255,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_00018176E45DAC3FD66460A72B5FC43F.pdf,--,--
南京贝迪新材料科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001915,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182B53657913FC0CFD98311D94C3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000183632622483FED3052D3BC053E3F.pdf,--
苏州华道生物药业股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001895,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001827D537F733FE359A85F602DA23F.pdf,--,--
创维电器股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001961,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182FD3848E13FD5F40F48CEA2BC3F.pdf,--,--
柏承科技（昆山）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001480,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181A960169C3FE66DE76F74A53C3F.pdf,--,--
成都德芯数字科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001451,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001824015E3823F8E9004588B59C03F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001835ED920073FE639F908CE137D3F.pdf,--
谷麦光电科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001892,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182A5A26A383F970B05143F7CA03F.pdf,--,--
漳州雅宝电子股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001921,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182D551407C3FEDB0101DC2B48B3F.pdf,--,--
苏州维嘉科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001756,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182C9BB88D03FD2D5ADB618C6563F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000183122CF0293FE3DA654CFEFD7F3F.pdf,--
广州科莱瑞迪医疗器材股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001952,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182E566FC9E3FE59BEF8DD7C7AA3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_0001833B54F7B83FD3B551B9BBBEC23F.pdf,--
浙江志高机械股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001886,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202204/RAS_202204_00018070051D903FD09964247CC4D03F.pdf,--,--
珠海上富电技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001912,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182B62DBA2E3FE67E3F958DB5AC3F.pdf,--,--
广东科茂林产化工股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001882,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202204/RAS_202204_0001803B09D2F43FE111843F5356EE3F.pdf,--,--
浙江和泽医药科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1002087,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202205/RAS_202205_000180E53C038B3FE6CC97F035007A3F.pdf,--,--
北京恒泰万博石油技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001796,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000182024669CB3FD5F6641E44D76E3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202209/RAS_202209_000182A69B9E673FD63A0D1F6A6F543F.pdf,--
上海唯都市场营销策划股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001617,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202204/RAS_202204_0001803A712F283FC0FE125960D1803F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001829F6B5E503FDEEF5587A19E823F.pdf,--
速度时空信息科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001802,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_00018278CE359C3FD2B31655FED47A3F.pdf,--,--
浙江明佳环保科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001861,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202203/RAS_202203_00017F78202B993FE8E0891EB050FA3F.pdf,--,--
厦门科拓通讯技术股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001534,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202205/RAS_202205_000180CC3626F53F984A4B00C0C1003F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001826C61847E3FD1C5B67D857A2A3F.pdf,--
上海联众网络信息股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001890,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181CE89194D3FE192277973273A3F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_000182A0B104423FD50AC11408EBD43F.pdf,--
大同齿轮传动（昆山）股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001999,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_00018171DECF423FD449AB3707B9203F.pdf,--,--
江苏伟康洁婧医疗器械股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001760,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001825DF54E603FE8801054BDB5D93F.pdf,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202208/RAS_202208_0001829D0F7C7C3FE4A2C0D8B0FD783F.pdf,--
珠海市杰理科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001732,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181862D46AE3FDCEA3997F007B03F.pdf,--,--
福建省格兰尼生物工程股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001889,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_0001818BD210D53FBA58CC66C535F03F.pdf,--,--
江苏嘉好热熔胶股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001610,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181932E8FD53FE2EF14BF587DAE3F.pdf,--,--
武汉木仓科技股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001265,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202206/RAS_202206_000181961741B73F988E334E52F4603F.pdf,--,--
广州熵能创新材料股份有限公司,http://listing.szse.cn/projectdynamic/ipo/detail/index.html?id=1001887,http://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202207/RAS_202207_000181F1D0E4B13FE73DDEB75465B53F.pdf,--,--
